id	text	is_humor	humor_rating	humor_controversy	offense_rating
1992	You will be released Avengers: Endgame with additional recordings of Disney executives swimming in money. 	1	2.0	1.0	0.05
1993	You want to improve your time management skills? When you go down the stairs, much faster than you go, and you save valuable seconds every trip (literally). 	1	2.53	0.0	0.0
1995	Twitter is now 99% super angry people. That's all you see is angry people. I liked much better ten years ago, when only 97% of people were angry here. 	1	1.94	0.0	0.1
1996	Did you know about the depressed plumber? He has a shit 	1	2.63	0.0	0.15
1997	I know that all days of the week should seem the same under quarantine, but somehow Saturday and Sunday still feels like the weekend for me. And I hate on the weekend. 	1	1.25	0.0	0.0
1999	Some of my friends have very injured remarks about my choice to wear mittens instead of gloves ... ... but I do not like to show fingers. 	1	2.8	1.0	0.0
2000	What is the difference between a blonde and a mosquito? You stop sucking when you hit it, and the other is a blonde. 	1	2.15	1.0	2.6
2001	A German man and a woman have sex and an American stroller in ... the American calls "Rough!" And turns off. The German man looks at him and smiles and said "Thank you!" 	1	1.25	1.0	0.25
2002	When the waiter comes around to ask if I have questions about the menu, my favorite is to ask, "What kind of paper it is made?" 	1	2.6	1.0	0.0
2004	Pretty soon the only place where you can buy a Confederate Flag will be the black market. Oh the irony. 	1	2.33	0.0	1.65
2005	In 2017, the police found in the German city of Frankfurt Car, which belonged to a 76-year-old man who had forgotten where he had parked it ... 20 years earlier. 	1	1.87	0.0	0.05
2006	My mother recently bought a Jesus flashlight when I asked her why she said why she said, so when someone says, "I can not see". I can like "here, let Jesus delete the path" 	1	2.5	0.0	0.35
2008	You could be a redneck if someone calls Hoedown and meets your girlfriend the ground. 	1	2.68	1.0	1.1
2009	Woman: Do this sexy thing, I like: * pays for dinner with a voucher and saves money * 	1	2.65	1.0	0.05
2010	I do not say that your mother is fat, but she would be worth much more in the United Kingdom 	1	2.95	1.0	1.95
2011	My wife and I stopped after we had children. Now we take expensive nightmares. 	1	2.25	0.0	0.2
2013	What did the pharaohs used to keep their babies quiet? Egyptian dummies. 	1	1.53	1.0	0.15
2014	What does a thesaurus eat for breakfast? A synonym roller. 	1	3.1	1.0	0.25
2015	What has a burned pizza, a frozen beer and a pregnant girlfriend together? A fool, which never pulls out in time 	1	2.4	1.0	1.4
2018	Why are there so many veins in France? Because German soldiers like to march in the shadow 	1	1.15	0.0	1.05
2019	How do Mexican dogs say "hello" if in Japan? Konnichihuahua. 	1	2.5	1.0	0.65
2020	I: I know you from somewhere Jesus: I understand that much 	1	2.16	0.0	0.75
2021	What does the Mexican princess ask her sister? Tijuana build a snowman? 	1	1.56	0.0	1.25
2025	Inventor of glass: Let us clear 	1	2.95	0.0	0.0
2026	Columbus: is the India Indian American: You are India Wrong Place Lol Columbus: Haha Indian American: For real 	1	2.11	1.0	0.9
2027	I make daily decisions about career, life, finances, etc., but completely paralyzed choice, where you can eat lunch. 	1	2.38	0.0	0.0
2028	How do you call a Mexican dessert that does not drop? Extravagant 	1	1.5	0.0	0.95
2029	If I were a farmer, how would I measure my height? From my head, tomatoes. 	1	2.45	0.0	0.0
2031	Why are black only nightmares? Because we killed the only one with a dream. 	1	1.4	0.0	3.1
2036	What is a fundamentalist Christian's popular car? A convertible. 	1	1.85	0.0	0.75
2037	Life is like football, because my mother has signed me up and expects me to try my best, though I fuck football hate. 	1	3.06	0.0	0.25
2044	"My wife is an angel" "You have luck couple, my one is still alive" 	1	2.8	0.0	1.05
2045	The real American holiday is July 5th if you can buy a flag at Walmart for 50% discount. 	1	2.12	0.0	0.15
2047	The most common phrase this week in all houses - "Do you have the scotch tape?" 	1	1.21	1.0	0.0
2048	What happens when you eat beans with onions? Tearengas! 	1	2.95	1.0	0.0
2050	Husband: "Oh, the weather is nice today. Shall we go out for a quick jog?" Woman: "Hahaha, I love the way you say, should we go out and have a cake!" 	1	1.75	0.0	0.55
2051	Wife: He makes everything to a wooden game to me: This couch has such a great wood support woman: see ?? Therapist: Try to stop me: Oakey Doey 	1	2.05	0.0	0.0
2052	[Blind Date] "I'm like, really good in * looks at the hand * make the sex" - you only read this from your hand? "Hey, you are not blind!" 	1	1.6	0.0	0.6
2053	What do you call a rude German? A German bag 	1	2.85	0.0	1.35
2054	I made a company that veiled as a prayer mat ... Prophets are through the roof 	1	2.8	1.0	1.9
2056	Why Masturbated Helen Keller only with one hand? So she could moan with the other. 	1	2.37	0.0	2.7
2058	What did the disco ball told the depressed toilet? Be no party poop! 	1	2.25	0.0	0.1
2061	Why are people without legs at trivia terrible? They are always dull 	1	2.45	1.0	2.0
2063	How do you know when your girlfriend is fat? She can fit into the clothes of her wife 	1	2.05	1.0	2.2
2064	My wife launches the whole disorder. If you turn out the children and me on the street, this means that we did not have the cut this year. 	1	3.2	0.0	0.2
2065	Girls are you a loan offered by a furniture store? Because they have interested me for 3 years interest 	1	2.65	1.0	0.45
2067	What do you call a greedy lesbians? Bush Hack. 	1	1.89	1.0	2.65
2068	Elizabeth Taylor wanted to be too late for her own funeral. So they had the coffin 15 minutes after the announced start time arrive. 	1	1.86	1.0	0.35
2070	What has the snail, while the back on the back of the turtle has said? Whoeeeeeeeeee! 	1	1.95	1.0	0.0
2071	A guy asks that his girlfriend feels him, fantastic and sad friend friendfront: from all her friends who have the biggest penis 	1	3.15	1.0	0.55
2073	My tongue slipped as I asked my wife, "the milk to breakfast". I accidentally said, "Fuck you, you ruined my damn life" 	1	2.4	1.0	1.3
2074	If she says to do something, do not really go and do not really do it 	1	1.38	0.0	0.15
2075	What did the little mountain said to the big mountain? Hello cliff! 	1	1.83	0.0	0.0
2077	Why are most male squirrels gay? Because they love nuts! 	1	2.4	1.0	1.55
2078	Do you need a gift for the man who has everything? Try him a prestigious look. 	1	1.8	0.0	0.05
2080	* Doctor ends the test * "I have bad news. If you are back boxing, it will kill you" "I'm so angry, I could say" * Doctor looks over his glasses * 	1	2.42	1.0	0.0
2081	If three men arouse about whether they are known as Jews, Israelis or Hebrews ... ... would they say that they only argue for semitics? 	1	2.68	1.0	1.3
2084	If your name is Pi, and your mother is at the top of the stairs "3.141592653589793238462641971693950284182099399337592359394944592357815406286" They are in trouble. 	1	2.4	0.0	0.0
2085	I can not prove God that God is not real, but at the same time I can not prove that my dog is not a violent Asian road band while I sleep. 	1	3.26	1.0	0.85
2089	This blood donor clinic just wants you to donate plasma so you can bring TV. 	1	2.58	1.0	0.0
2092	Never break a woman's heart, they only have one. Break your damn bones you have over 200 of them. 	1	1.63	0.0	3.6
2095	Joseph confronted Maria ... Joseph: "Maria, I heard that you prostitute your body through the city!" Mary: "Do not worry, Joseph. I just tried to make a little prophet." 	1	2.8	1.0	2.05
2096	I think my wife has a habit of going to your sleep every morning, I find them in bed of another bed. 	1	2.47	1.0	0.25
2097	My horse has insomnia and keeps all awake. She is a nightmare. 	1	2.75	1.0	0.0
2100	Why did the man commit suicide? Get to the other side 	1	1.65	0.0	2.6
2101	Sergeant: "Smith! I have not seen you today at camouflage practice!" Private Smith: "Thank you, sir!" 	1	2.9	0.0	0.0
2102	My girlfriend does not talk to me. She said I ruined her birthday. I'm not sure how. I did not even know that it was her birthday. 	1	2.9	0.0	0.05
2103	Waking up on Sunday morning in my 20s confused: What happened last night? I have to be too much and again after drinking. Wake it confused on Sunday morning in my 40s: What happened last night? I have to be assumed while I looked at Infomercials on television again. 	1	1.78	0.0	0.0
2108	Apple CEO announces that he is gay. Samsung CEO announces that he is gay and water resistant. 	1	3.15	1.0	1.2
2109	I thought out why there are so many masturbating injuries if all Guardian angels cover their eyes 	1	1.8	0.0	0.7
2111	What did the cannibals have done after leaving his girlfriend? Wipe off his ass. 	1	1.9	1.0	1.45
2112	I finally stopped to drink well. Now I drink to evil 	1	3.2	0.0	0.05
2113	I do not say that my last girlfriend was a bit of slut ... but when I met her for the first time, she had a higher sperm count than me. 	1	1.85	1.0	2.8
2114	My girlfriend decided to leave her work in the yogurt company the truth that she never liked the culture 	1	2.82	1.0	0.0
2115	How can we address toxic masculinity among the rivets? Aunt red tweet tea 	1	0.7	0.0	0.7
2116	I asked my pilot if he would be alright to have sex with me on our flight. He answered, "I do not give flying fuck." 	1	2.95	0.0	0.7
2117	My buddy Kirk was the waiter ... Can anyone see the true blood that pours out of his head behind his ear? Taking one for the team! Thanks again! 	1	0.64	0.0	0.05
2118	What do a café and a Japanese castle have victory together? Baristas 	1	0.7	0.0	0.45
2119	Why did the lady share your food with a friend with several personality disorders? Because Sharon is Karen. 	1	2.1	0.0	1.45
2122	My doctor said that I could die because I accidentally consumed clay. I shit bricks to be honest. 	1	3.1	1.0	0.1
2123	Why can not lesbians have sex in concerts? Because rock beats the scissors. 	1	2.05	1.0	1.75
2124	Wife: [crying] "He always calls me strange ternames" therapist: "What do you mean?" Me: [arrive late] "What's wrong my little pillow cart?" 	1	2.37	1.0	0.25
2126	I do not think women should stay in the kitchen ... I mean, how should they clean the rest of the house from there? 	1	2.05	0.0	3.15
2129	If my coffee gets cold, I would like to heat it for 20 seconds and then forget it in the microwave. 	1	3.12	0.0	0.0
2130	My wife has so many shoes the bedroom looks like outside a mosque. 	1	2.32	1.0	1.6
2132	It takes patience to be individually, and patience to be married 	1	1.2	0.0	0.0
2133	True Crime Podcast idea: "The husband did not do it". It will be 2 episodes. 	1	1.42	0.0	0.55
2134	I feel overwhelming sad: * goes out somewhere to be alone and cry * I feel overwhelmed 	1	2.1	0.0	0.0
2140	I looked at Bohemian Rhapsody and was sad to believe that Freddie Mercury died of AIDS, just before it was treated. I looked at Rocketman and was sad to believe that AIDS is now treatable. 	1	1.59	0.0	1.8
2142	How many people in rejection does it take to change a light bulb? Nothing is wrong with the light bulb! 	1	2.4	1.0	0.0
2143	Will it still be called in fashionable too late while wearing sweat pants, and a T-shirt with a spaghetti spot on it? 	1	2.21	1.0	0.0
2146	Two deer go out of a glassy bar ... One of them turns to the other and says, "I can not believe I'm in a thirty dollars there" 	1	2.75	1.0	1.15
2147	Dating app profiles should be registered via a field for: yes / no 	1	2.0	1.0	0.0
2148	Go to Starbucks is beautiful because it can be a social place I can go if I do not want alcohol, but still wants to spend $ 7 on a drink. 	1	2.71	0.0	0.0
2149	Why are Mormons more like Muslims than they are like Christians? Christians are not for prophet organizations. 	1	1.89	1.0	1.05
2150	A doctor prescribes his patient inadvertently a laxative instead of a cough syrup. Three days later, the patient comes to a check-up and the doctor asks, "Well? Do you still cough? 'The patient answers:' No. I'm scared. ' 	1	2.8	1.0	0.0
2154	What would Captain America be called when he fought in Vietnam? You are not there, man 	1	1.33	0.0	0.15
2155	Where do thick people live? Obe-City. 	1	2.05	0.0	1.9
2156	It's five minutes walk from my house to the bar. It is a 40-minute walk from the bar to my house. The difference is amazing 	1	2.89	0.0	0.05
2159	My son thinks he is really smart now that he goes to school. When he came home yesterday, he praised "onions is the only food that can bring them to cry," so I was a coconut at his head. 	1	3.05	0.0	0.35
2160	Confession: I was once in the gym, and I saw a guy at full speed on the treadmill while reading a book. I could not believe what I saw and I took a video. The lady from the reception confronted me and I lie and said it was a selfie. 	1	1.5	0.0	0.25
2164	NASA employs a "Chief Sniffer" whose job should smell every object before flown in the room. 	1	2.0	0.0	0.0
2165	I asked my wife when I was the only one she was with. She said, "Yes, the others were at least seven or eight eight." 	1	3.3	0.0	0.7
2166	US President Grover Cleveland bought a baby coach for an infant that became his wife 22 years later. 	1	1.75	0.0	0.45
2167	I just found out that my friend has a secret life as a priest. It is his altar ego. 	1	2.84	1.0	0.3
2168	What is the difference between a sniper with bad eyesight and a clogged owl? But a shoot can not beat, but the other hoots can not shit. 	1	2.5	0.0	0.25
2169	Potato chips are bragging over less fat - I do not think they understand people who eat them. 	1	2.37	1.0	0.85
2171	How can you tell the difference between an Indian and African elephant? One of them is an elephant 	1	1.95	1.0	1.6
2172	Personally, I believe that beekeeper suits like hell are ugly, but hey ... beauty is in the eye of the keeholder. 	1	3.06	1.0	0.0
2173	I am glad that we could reconnect to Facebook after 20 years. Anyway, here's an invitation to like one side in which I can sell lotions. 	1	2.92	0.0	0.2
2177	How many Germans do it needs to screw a light bulb? Nobody. When developed correctly. 	1	1.6	0.0	0.5
2178	I left Stephen Hawking like 8 voicemail messages before I realized he had taken every time. 	1	2.32	1.0	1.4
2181	When applying for the new workstation status under diseases and disabilities, you have narcolepsy and turetts. You can not only sleep at work, but if someone tries to wake them up, you can tell them that they should fuck it. 	1	2.65	0.0	1.25
2183	I am a hypochondriac, I mean, I'm diagnose here here, but I know that something is wrong 	1	1.94	1.0	0.25
2184	My girlfriend calls it selective hearing. I pretend to call it drama filtering. 	1	3.26	0.0	0.8
2185	I also paid my porter to lie once - he said the delivery that my order was for two people 	1	1.95	0.0	0.15
2186	Only 5 days to Christmas. I hope you are wrapped among the Christmas tree. 	1	2.15	1.0	0.0
2188	What is black and white and black and white and black and white and green? A stem rolled a hill with a cucumber in the mouth. 	1	2.47	1.0	0.2
2189	You: "Take me with your words." I: "I've seen a spider in your bra." 	1	2.6	1.0	0.0
2192	The lie detector test should only be a few pants that will attract fire at this start. 	1	2.69	1.0	0.0
2193	I promise you if you came to a Mexican party ... Racism would end! 	1	1.33	0.0	0.65
2194	If she asks you if you look for fat, and you answer NOO, but it's autocorried to Moo .... 	1	3.5	1.0	1.4
2195	For all these people who complain about the center of paper at McDonalds is a tip ... take off the lid and drink it as a damned grewing. 	1	2.07	0.0	1.1
2196	Think about it. If you buy a larger bed, you have more bedrooms, but less bedrooms. 	1	2.33	0.0	0.0
2198	How to taste an 80-year-old lesbian? Depends 	1	2.25	1.0	2.55
2199	Why are North Korean lines draw so well? They have a supreme ruler. 	1	3.05	1.0	0.9
2200	My boss fired me because he had made too many asian jokes, it was the end of my Korea. Now I am a new job China. 	1	1.55	0.0	1.1
2201	The main reason why I joined so many religious cults is that it is difficult for me to turn a refreshing cup of kool-aid. 	1	2.5	1.0	0.85
2202	A dying man looks into the eyes of his wife and says, "Sweetheart before I go, I have something I have to tell you." When she answers: "I know, dear. That's why I poisoned you." 	1	3.5	0.0	0.35
2203	Honey, I made the news! Apparently, this old lady I fought in the library was no spirit 	1	2.45	1.0	0.3
2204	Yo mom so ugly that her father takes her to work with him so he does not have to kiss her. 	1	2.45	1.0	1.4
2205	What is IDK for? Literally anyone I ask, says they do not know it. 	1	3.06	0.0	0.0
2208	When vegan coarse have sex, are they obtaining artichokes? 	1	2.1	1.0	0.5
2211	I once took a girl at Starbucks because I forgot her name. 	1	2.11	0.0	0.15
2212	What did a lesbian vampire said to the other? My pad or yours? 	1	2.05	1.0	1.55
2213	My wife blocked me on Facebook because I post too many bird sticks. Well, Toucan plays in this game. 	1	2.74	1.0	0.1
2214	My left knee never committed a crime. I can not say the same for his crime. 	1	2.3	0.0	0.1
2216	If you are asia in the kitchen and in Africans in the living room, what are they in the bathroom? If you are in the bathroom, European. 	1	1.8	1.0	0.15
2217	You want to hear a dirty joke, a horse fell into the mud. And then some crazy lesbians are hardening the horses wearing a strap and fucking it until it died. 	1	1.5	1.0	3.6
2218	My dad told me "Son, if you do not stop masturbating, will you blind," I said to him, "Dad I'm over here" 	1	3.85	0.0	1.0
2221	The janitor's lady for my apartment building asked me on a date and said she had a weed. I told her, I'm not in sweetheart women. 	1	2.65	1.0	0.35
2222	What is the difference between American teenage girls and Muslim teenage girls? American teenage girls are stoning before they have sex. We are sorry 	1	2.5	1.0	3.55
2223	There was a race between a group of gays and a group of lesbians. Who do you think there first? The lesbians, because she lures there, while the gays still packed their shit. 	1	2.05	0.0	2.85
2225	What is the best thing about a Redneck family struggle? The make-up sex. 	1	2.42	1.0	1.55
2226	Q: Why could not the blonde not write the number eleven? A: Because you did not know which came first! 	1	2.6	1.0	1.2
2228	I think my whole family is racist. I dated a white woman and finally brought her home to meet my family. My wife and children never wanted to talk to her. 	1	3.0	0.0	1.2
2229	Date: Maybe I should go: [fight to get the straw in the juice bag] No, I can do that 	1	2.11	1.0	0.0
2230	Bathtub is just a reverse canoe. 	1	2.3	1.0	0.0
2232	I hate to be bipolar, it's great. 	1	2.6	1.0	0.6
2235	[First Date] You: I love to travel to the foreign countries (trying to impress): I once visited the Republic of Banana 	1	2.53	1.0	0.0
2236	I love Jewish comedians who never stop. 	1	2.1	0.0	0.55
2237	The janitor in my apartment complex asked me if I wanted to smoke a few weeds with her. I said no. I can not deal with a big maintenance woman. 	1	2.85	0.0	0.2
2239	How is it to eat a girl like a member of the mafia? A slip of the tongue, and you are in deep shit! 	1	2.89	0.0	2.35
2240	What did the drunk Muslim told the drunk Muslim? I'm Mohammad as you 	1	2.1	1.0	2.75
2242	My wife left me for a fisherman. The poor guy still refuses. 	1	2.45	0.0	0.15
2248	My wife is really good to bring our toddler into the bed that he immediately fall asleep. I do not know how she does it, but I bet it's that he tells him about her working day. 	1	2.37	0.0	0.35
2249	My deaf-bearing girlfriend just told me, "we have to talk." That's not a good sign. 	1	2.15	0.0	0.85
2250	The fart in their sleep should never be held against them, even if it happened during a working meeting in the conference room. 	1	2.7	1.0	0.2
2252	How are you starving a black man? Put his food stamp next to his work boots. 	1	1.55	0.0	4.1
2253	Black Girls Terk, Hispanic Girl Hip Roller, Indian Girl Belly Dance & White Girls Watch. 	1	2.11	0.0	1.8
2254	Why are black women wear high heels? To stop your ankles on the ground. 	1	1.35	0.0	4.3
2256	[Doctor's Office] Doctor: What does the problem seem to be? Me: I have found a huge crack in my butt * we both laugh and high five * 	1	2.37	0.0	0.05
2258	I have separated with my girlfriend because she would not go to the gym with me. We just did not trains. 	1	2.95	0.0	0.05
2261	This year always kills the wrong people. 	1	2.3	1.0	1.05
2263	Santa breathes me a wasp nest with my bow and the arrow. He crosses my name from the "beautiful" list and adds me to the "Fucking Badass" list. 	1	2.05	0.0	0.5
2264	What is a Mexican court of a magician? Tostaid! 	1	2.11	1.0	0.45
2266	[Scala says I won 5 pounds] me: It's probably exactly what I'm wearing. Woman: You are naked. I: Woman: Me: It's a heavy deodorant. 	1	2.45	0.0	0.1
2269	How do you call the boobies of a mind? Paranormal beds. 	1	3.58	1.0	0.4
2270	Yesterday I bought a world map ... gave me an arrow my wife and said to her, "Wirle that and wherever it lands, I'll bring you for a holiday". It turns out that we spend three weeks behind the fridge. 	1	3.25	1.0	0.05
2271	Long ago, I thought of a soda joke. I would share it with you, but I'm scared that I think it would fall flat. 	1	2.25	0.0	0.2
2272	I'm always good in finding out who dies first in a movie, but sometimes fucking directors with me by cooking too many black people ... 	1	2.67	0.0	1.75
2273	How many Muslims do it needs to screw a light bulb? Sorry Comments are not available on this joke. 	1	1.2	1.0	2.9
2274	I like my women as if I like my coffee. Hot and everywhere in my step. 	1	1.5	0.0	2.3
2275	[Mattress Shopping] Me: I'm looking for something really pleasant while I was awake awake to worry about things that will never happen. 	1	2.63	0.0	0.0
2276	Wearing Crocs is as if you would get a blowjob of a man. It feels great until you look down, and recognize that you are gay 	1	2.16	1.0	2.25
2278	We live in a time when we belong to a museum, belongs in a museum. 	1	1.92	0.0	0.1
2280	What happens every time an egg when you see it? Eggs are spotted. 	1	2.16	0.0	0.0
2282	One guy goes to a bar, orders twelve beers and begins to drink them as fast as he can. The bartender says: "Dang, why are you drinking so fast?" The guy says, "They would drink quickly, if they had what I had." The bartender says, "What do you have?" The guy says: "75 cents." 	1	3.35	1.0	0.0
2283	Apparently every woman is Bi. It only takes time to find out if it's "sexual" or damn "polar" ... 	1	2.2	0.0	2.45
2284	Imagine you work for millions of years on something that is as great as a planet full of dinosaurs, and then a day wipes a random asteroid. I really do not accuse the evolution to halve it with us. 	1	1.87	0.0	0.0
2286	Therapist: And what do we do if we are sad? I: We make jokes about the situation to minimize our pain, and go on, as if everything is doing, everything is a fine therapist: no, hahahaha I was just a joke. I will not sad because life is funny (begins uncontrollably to sobs) 	1	1.88	0.0	0.5
2287	Today, my son, Sam, told me he wanted to become a woman. I always wanted a trans Sam. 	1	1.95	1.0	1.5
2288	My girlfriend threatened to leave me when I did not stop showing random exits and entrances, I said, "There's the door." 	1	2.16	0.0	0.25
2289	The 2-4-year-old children today sang a Christmas Carol in the church. Everyone thought they were sweet. But they were the key, so I stayed her. 	1	1.79	0.0	0.35
2290	I would start my own podcast, but I already have enough to make my parents disappointing 	1	2.0	0.0	0.05
2292	Wikipedia asks more money than my drunk uncle at Christmas time. 	1	2.65	0.0	0.15
2293	Why does not the fat duck have no friends? Because he was a bouquet size. 	1	2.5	0.0	0.55
2294	How do you call a lesbian Eskimo? A clown skills. 	1	1.65	1.0	2.7
2295	The bartender asked the pirate, "is that a ship's bike sticks out of the pants?" The pirate said: 'Aye, it's going to me nuts.' 	1	3.15	1.0	0.1
2296	My wife and sister were caught in a thunder shower on the way home from Weight Watcher earlier ... It was the funniest example of saturated fats I had ever seen. 	1	1.85	0.0	2.05
2297	Why can Caitlyn Jenner can not be your children? It is transparent. 	1	2.65	1.0	1.65
2298	What do you get when you mix a public speaker with someone who had turetts? A clock! You delivers the TIC, the other offers the conversation 	1	2.0	0.0	2.25
2299	Twitter should automatically get your worst tweeting to your profile, so people could have a realistic understanding of what they are there 	1	3.06	1.0	0.0
2301	There was a screaming child on my flight, so I asked to deal with another area of the plane, but they would not do it because it was my child. 	1	3.4	0.0	0.3
2302	These last 4 days were some of the longest and darkest I can remember. Thanks to anyone for the thoughts and prayers while I was without a phone. 	1	1.62	0.0	0.05
2303	* Indian send smoke signals * buffalo ... come ... * other Indian answers * New ... Fire ... who ... Dis? 	1	1.58	0.0	1.0
2304	Scientists have just announced that dolphins are the second man in intelligence levels. This pushes women in third place. They are also paid more than women. 	1	1.84	0.0	2.35
2305	How much do Chinese dumplings weigh? Wonton. 	1	2.05	0.0	0.75
2307	How can you say if a black woman is pregnant? When it pulls the tampon, the cotton is already selected. 	1	1.45	0.0	4.6
2308	At the weekend I took my wife to the theater to see a performance that is all about word games. It was a game on words. 	1	3.0	1.0	0.0
2310	My ex left me because I never enter her something. 15 years later I have to say one thing. Random instrument. 	1	3.5	0.0	0.0
2313	What have a brick and a fat girl in common? Both are finally laid by a Mexican. 	1	1.95	1.0	3.85
2316	Doctor: "I'm just waiting for your X-ray picture." Blonde: "I never dated someone named Ray." 	1	2.3	1.0	0.55
2317	I designed a website for orphans. There is no homepage. 	1	2.26	1.0	2.7
2318	31 Take them home to get to know your parents, not your bed 	1	2.1	0.0	0.15
2320	I opened the door today for an old lady ... a few people stared as they jumped me in front of her and just stand there to activate the automatic door. 	1	2.05	1.0	0.25
2322	I told my suicide son that time is the biggest healer. Stummer bastard jumped Big Ben. 	1	2.05	1.0	2.8
2323	I have to love these girls in department stores who carry laboratory offenses - take the time from their experiments to lead women with their makeup. 	1	2.37	0.0	0.5
2324	What is the difference between a blind sniper and a clogged owl? Everything. You have absolutely nothing in common. 	1	1.65	1.0	0.2
2326	What is the best thing to have sex with a transsexual? To reach around and do so as it went throughout the way. 	1	1.8	0.0	3.7
2328	When we die, we have the entire concert material that we shot on our phones before our eyes. 	1	1.73	0.0	0.05
2330	Teacher Johnny: Use the word harassment in a set ... Johnny: I was in love with a girl and .. her-ass-ass was a lot 	1	2.15	1.0	2.3
2332	Policeman: I think you know why I pulled them about me: [Still trying to peel two oranges at once] only a second policeman: Hey no 	1	1.38	0.0	0.05
2333	I always wanted to try Juggling. I never had the balls too. 	1	2.55	0.0	0.35
2335	A man sees a lady with big tits. He asks, "Can I bite your tits for $ 1000?" She's true, so go to an alley. She opens her blouse and the man puts his face in her tits for 10 minutes. Finally, the lady asks, "do not you bite you?" He answers: "No, it's too expensive." 	1	2.26	1.0	1.4
2336	Someone told me that you can find the Christmas story in the Bible, but I've just spent the last 2 hours to find Santa's search, and could find somewhere somewhere about Santa 	1	1.79	0.0	0.5
2337	Woman: I think I lost the weight. My underwear does not fit anymore. They are all too big. I: (Flashback when I listened natural woman and wearing her underwear) that is ... 	1	1.39	0.0	0.45
2340	Why should never choose a fight with an Israeli Baker? Because you know Jude dough 	1	1.6	0.0	1.85
2341	I just like people when they leave me alone. 	1	2.71	0.0	0.05
2342	The biggest surprise in the upcoming Prequel of Han Solo is that he was born Henry Solowitz in Parsippany, NJ. 	1	2.36	1.0	0.05
2343	The lady next door ran over my cat. She said she would replace it, so I asked her how well she catch mice. 	1	2.8	1.0	0.0
2344	My wife just told me, I should lay down the toilet seat. I do not know why I'm in the first place. 	1	3.0	0.0	0.0
2345	How do sheep in Mexico Merry Christmas? Fleece Navidad! 	1	2.45	1.0	0.0
2347	I saw an action movie in which the main character was exchanged, the balls went out, jumped out of an airplane and stopped a bank robbery. But the most unreast part of the whole movie was where he put his kids to bed, and they went to sleep immediately. 	1	2.89	0.0	0.0
2348	With the children in the camp, my wife and I finally have a valuable time to check Facebook in separate rooms. 	1	2.5	1.0	0.0
2349	I: I only feel like you check myself 	1	1.95	1.0	0.0
2350	Me: yes, if someone else is in the stable next to them, and they have a location where they both refuse to talk first to poopen 	1	2.3	1.0	0.25
2351	1 rabbit can make a total of 1,000 babies in his life: How do you know that * scream about deafening hopping noises from the attic * internet? 	1	1.47	0.0	0.0
2352	The worst about the food of a clock ... .... the time passed 	1	2.95	1.0	0.05
2354	"Betty White", what the African American said when he heard it gave a new pope. 	1	2.45	1.0	2.3
2356	My therapist told me ... "Write letters to the people you hate and then burn them." Did that, but now I do not know what to do with the letters? 	1	3.0	0.0	0.2
2357	Targeted ads in 2018: Do you want a baseball shirt? Me: No targeted ads in 2021: Are you a hoarsan Canadian man with blue eyes, who did not understand the end of the foundation, is afraid of birds, has a complicated relationship with his father and wants a baseball shirt? I: Do you further ... 	1	2.61	0.0	0.2
2360	If someone asks me how my day is, I want to say "still pasping somehow on Hiroshima" and then start to swear in Japanese. 	1	1.63	1.0	2.35
2362	Me: Alexa Alexa: This name was a fiction to hide my true identity, Alizarin the Demon God of Fear and - I: It's OK, Microwave Glass Alexa: How long? 	1	1.59	1.0	0.0
2363	I just spent the night with a feminist prostitute ... had to suck my own cock, but she paid half! 	1	2.4	1.0	2.45
2364	She: I hate fun words. I: [Pugnocious] I love it. 	1	1.78	1.0	0.0
2365	Life is like a box chocolates ... it does not take long for thick people. 	1	2.16	1.0	2.8
2366	I: I cheated your wife: You had a matter with another woman? I: No, I looked at an episode of our TV show without her wife: That's even worse 	1	2.75	1.0	0.05
2368	Woman: Hey, why are all our potatoes dressed in tiny outfits and arranged in a small scene? I: [FISING PHOTATO ALBUM] Why? Do you like it? 	1	1.56	1.0	0.0
2369	Inspirational Tweet: Always tell people in their lives, how much they appreciate them. You do not want to live with regret if you wish you were beautiful when something bad happens, and you have to borrow money from you. 	1	2.11	0.0	0.2
2370	For me, nothing says Christmas like a person who says the word "Christmas" says. 	1	1.85	1.0	0.2
2371	I like to go to the metro train, as the doors close, so it feels that it feels like a scene from a movie in which I escape a bad guy. 	1	2.47	0.0	0.0
2372	I: I fell on Rollerblading on a treadmills police artist: I thought you said you were attacked by my own Hubis 	1	1.95	1.0	0.0
2373	How do you call a friendly Chinese man who gives free firewood? Friendly ling 	1	1.9	0.0	2.45
2374	I have built the trust of my son for three years with high fives. Today I will beat him with a "too slow". Welcome to the real world, son. 	1	3.16	0.0	0.0
2377	A woman noticed that her husband stood on the bathroom scales, sucked in his stomach. "Ha! That will not help," she said. "Sure, it does," he said. "It's the only way I can see the numbers." 	1	3.75	0.0	0.5
2378	[God who creates cats] God: Do them adorable, so that people will love them unconditionally, and take care of the Angel: Awwwww! God: Do you also make you lick your own butt hole-angel: WTF? 	1	2.37	0.0	0.85
2379	I'm pretty sure my friends, why my friends are upset from my child, because he is great, sweet and smart, he is ... especially in view of how their children are all irritating idiots. 	1	1.94	0.0	1.45
2380	In 1993, police could catch a drug retailer who hid because of his clothes in the forests in the woods. In particular, he wore light shoes and did not take them off. 	1	2.79	0.0	0.0
