id,is_humor,humor_rating,humor_controversy,offense_rating
9778,1,2.2443168,1,0.05468396
9779,1,2.2135012,1,0.19495188
9780,0,1.4523283,1,0
9781,0,1.996748,0,0
9782,1,2.6225057,1,0.3108127
9783,1,2.506305,1,0
9784,0,2.3661544,0,0.77120394
9785,0,1.7105485,0,0.58701545
9786,1,2.6361625,0,0.16688526
9787,0,2.1340024,0,0.0915701
9788,1,2.0722754,1,0.36416158
9789,1,2.2938352,1,0.9344185
9790,1,2.4513066,0,0.17584586
9791,1,2.028451,0,0.44430938
9792,0,1.5214933,1,0
9793,1,1.7270899,0,2.2083497
9794,1,2.1436377,1,0
9795,1,2.8133032,1,0
9796,1,2.7385955,1,0.14855257
9797,0,1.612627,0,0.8147275
9798,0,2.0163438,0,0
9799,1,2.6966453,1,0.36934692
9800,1,2.3831048,0,0.36575815
9801,1,1.7997702,0,1.1626003
9802,1,2.396508,0,0.044443425
9803,1,2.3238862,1,0.21452492
9804,1,2.3059309,1,0.14738001
9805,0,2.0964885,0,0
9806,1,2.2726715,0,0
9807,1,2.3136206,0,0
9808,0,2.3144062,0,0
9809,1,2.2365925,0,0
9810,1,2.255424,0,0.13015394
9811,1,2.0691655,1,0.70125574
9812,1,2.4343455,1,0.13008009
9813,1,2.7466967,1,0.98313296
9814,1,1.5697899,1,0
9815,1,2.7921386,1,0.24458502
9816,0,2.3068082,0,0
9817,0,1.3399004,0,0
9818,0,2.1335413,1,0.038520876
9819,0,1.470802,1,0.61211723
9820,0,2.4609172,0,0
9821,1,2.827003,1,0.1332145
9822,0,1.4214823,1,0
9823,0,2.4697793,0,0.007137408
9824,0,2.3624313,0,0
9825,1,2.4961894,0,0.30512694
9826,1,2.095355,0,0.009204754
9827,1,2.0018597,0,0.49268553
9828,1,1.8061814,1,0.43554804
9829,1,2.3276339,0,0.046089176
9830,1,2.107582,1,0.27092087
9831,0,1.8825774,0,2.1562636
9832,1,2.3157697,1,0.3003353
9833,1,2.2387455,1,0.16108108
9834,0,2.203563,0,0
9835,1,2.9613168,1,0.5662149
9836,1,2.389717,1,0
9837,1,2.09967,0,1.2162403
9838,1,2.826155,0,0.008934804
9839,0,1.4815091,0,0.5461458
9840,1,1.7324066,0,3.0335207
9841,0,1.3782461,1,0
9842,0,2.12278,0,0.8944183
9843,1,2.459623,0,1.0382861
9844,1,1.933539,1,1.2463521
9845,1,2.0201113,0,0.07848609
9846,0,2.4814138,0,0.36869273
9847,1,2.2759595,1,0.22926652
9848,1,2.6815002,1,0.12306289
9849,1,2.3124423,1,1.8701109
9850,1,2.7564044,0,0.43981716
9851,1,2.0929067,0,0.81637686
9852,0,1.9651729,1,1.4185088
9853,1,1.9635595,1,0.3484087
9854,1,2.4322233,0,0.45435828
9855,0,1.4049779,0,0.11507745
9856,0,2.264893,0,0.10303464
9857,1,2.8699925,1,1.4577824
9858,0,1.8648655,0,0.124833964
9859,1,2.1890864,1,1.3182766
9860,1,2.4087725,1,0
9861,1,1.9394286,0,1.803939
9862,1,2.210911,1,0.2152866
9863,0,1.9913896,1,0.02311
9864,1,2.3109272,1,0.16136424
9865,0,1.7054445,1,0
9866,1,2.3992872,0,0
9867,1,2.1010783,0,0.66350466
9868,1,2.566486,1,0.32694682
9869,0,2.3122342,1,0
9870,1,2.5007808,1,0.4553107
9871,1,2.0038624,1,2.1541805
9872,1,1.837662,0,0.78229
9873,1,1.5519346,1,0
9874,1,1.9940652,1,2.914896
9875,0,2.2097268,0,0
9876,1,2.12461,0,0.33508915
9877,1,2.2682934,1,2.227728
9878,0,2.0555165,1,0
9879,1,2.544557,1,0.032862604
9880,0,2.3555768,0,0.047996823
9881,1,2.535252,0,0.5050991
9882,1,2.414019,1,1.7013952
9883,1,1.9955384,1,0.1509955
9884,0,1.7097334,1,0
9885,0,2.0186522,1,0.01717469
9886,1,2.8792155,1,1.091349
9887,0,1.9723047,0,0.36979127
9888,1,2.206951,1,1.1779906
9889,0,2.1389253,0,0.07417835
9890,1,2.7933779,1,0.24567
9891,1,2.106557,1,0.12834263
9892,0,1.6371703,0,1.2278546
9893,0,1.490043,0,0.03753624
9894,1,2.418334,1,1.0767156
9895,0,1.9332675,1,1.34894
9896,1,2.2722547,1,0
9897,1,2.349137,0,2.3547306
9898,0,1.7858764,0,0.9418315
9899,1,2.1067398,0,3.0640292
9900,1,2.2831955,1,0.6177711
9901,0,1.7819241,0,0.47933802
9902,0,1.6290377,1,0.05558955
9903,0,1.7857021,0,0.5568331
9904,1,1.8768369,1,0.03933646
9905,1,2.5316107,1,1.6546861
9906,0,2.1513782,0,1.5914557
9907,1,2.3752234,1,0.13022728
9908,0,2.042624,0,0
9909,1,2.6341712,1,0
9910,1,2.9116812,1,0.4908995
9911,1,1.8948878,1,0.42540222
9912,1,2.0505059,0,2.2589593
9913,1,2.3875976,1,0.18146649
9914,1,2.2523603,0,0
9915,1,2.0235522,0,2.386712
9916,1,2.0989668,0,0.31124
9917,1,2.1215785,1,0.3257092
9918,0,1.9474732,0,0
9919,0,2.2495093,1,0.26805747
9920,1,2.5416362,1,0
9921,1,2.1934564,1,2.0047257
9922,1,2.2459977,1,0.013782616
9923,1,2.00219,1,0.20310885
9924,0,1.8492913,0,0.8682066
9925,0,1.6542777,0,1.0787318
9926,1,2.3935444,1,1.3577994
9927,1,2.5919454,1,0.31998283
9928,0,2.2401984,0,0
9929,1,1.9211835,0,1.8402418
9930,0,2.1544888,0,0.3402989
9931,1,2.5668283,1,0
9932,0,2.4843347,1,1.3419298
9933,0,2.316655,1,0
9934,0,1.8356982,1,0
9935,1,2.225606,0,1.9618636
9936,0,1.3594233,1,0.7038477
9937,0,2.1069295,1,0
9938,0,1.8842541,0,0
9939,1,2.5521028,1,0.15521637
9940,1,1.8355752,1,3.7037706
9941,1,2.3963623,0,0.89260256
9942,1,2.424041,1,1.5626894
9943,1,2.5114706,1,0.11141039
9944,1,1.8983206,1,0.0858285
9945,0,2.1871855,0,0
9946,1,2.4352717,1,0.8748278
9947,1,1.931012,0,0.09278344
9948,1,1.8691645,1,0.75290877
9949,0,2.1187336,1,0
9950,1,2.4153895,0,1.6094732
9951,1,2.258632,0,0.022563843
9952,0,1.6256047,0,0
9953,0,1.6145595,0,0.122823685
9954,1,2.3709676,1,0
9955,1,2.090425,1,2.9046378
9956,0,1.9205295,0,0.000790195
9957,0,1.8053014,0,0.08637183
9958,1,2.4613492,1,1.0370272
9959,1,2.0960732,1,0.048742656
9960,1,2.0375443,1,0.74831223
9961,1,2.0123363,1,0
9962,0,1.6705598,0,1.7458493
9963,0,1.9050927,0,0.064493194
9964,0,2.3859198,0,0
9965,1,2.3391116,1,0.056418587
9966,0,2.1435022,0,0.054631185
9967,0,1.9343122,1,0.74708813
9968,0,1.7854452,1,0.09609506
9969,1,2.581573,1,0.005380177
9970,0,2.152992,0,0
9971,0,2.1300871,1,0
9972,1,1.9886464,1,2.575695
9973,0,1.657497,1,0.698031
9974,1,2.534795,0,0.2938815
9975,1,2.161268,0,0.015915377
9976,0,2.0765762,1,0.10515768
9977,0,2.290403,1,0
9978,0,1.3062848,1,0.07838882
9979,0,2.1529665,0,0
9980,1,2.7361906,0,1.428753
9981,0,2.6027598,0,0
9982,1,2.3747885,0,0
9983,1,1.5899937,0,1.732951
9984,0,1.7686429,0,1.5792118
9985,1,2.733257,1,0.25118527
9986,0,2.3774285,1,0.050128676
9987,1,1.911478,0,0.4664486
9988,0,1.7087501,1,0.054710764
9989,0,1.5792152,0,0.6628767
9990,0,1.9868937,0,0
9991,0,1.782911,1,0
9992,1,2.1429732,1,0.6349581
9993,1,2.685794,1,0.024665585
9994,1,2.53413,1,0
9995,1,2.0599804,0,0.72004986
9996,1,1.6386465,0,2.3871021
9997,1,2.5710573,1,0.25171483
9998,1,1.494183,0,1.296572
9999,0,1.9331388,0,0.03251292
10000,1,2.556699,1,0.5151761
